Date,8256 HK Equity,,8106 HK Equity,,1155 HK Equity,,524 HK Equity,,1202 HK Equity,,1085 HK Equity,,471 HK Equity,,138 HK Equity,,8005 HK Equity,,8227 HK Equity,,8167 HK Equity,,2342 HK Equity,,877 HK Equity,,989 HK Equity,,1883 HK Equity,,215 HK Equity,,552 HK Equity,,8 HK Equity,,763 HK Equity,,762 HK Equity,,728 HK Equity,,941 HK Equity
26/3/2014,0.15,,0.43,,0.82,,0.47,,1.04,,1.16,,1.67,,0.86,,1.37,,0.201,,0.096,,1.285,,2.17,,1.327,,2.77,,2.68,,3.331,,3.76,,12.9,,9.84,,3.49,,67.45
27/3/2014,0.147,,0.385,,0.81,,0.44,,1,,1.11,,1.65,,0.84,,1.35,,0.196,,0.094,,1.242,,2.13,,1.277,,2.91,,2.67,,3.68,,3.87,,12.383,,9.94,,3.5,,68.95
28/3/2014,0.15,,0.44,,0.82,,0.44,,0.99,,1.11,,1.663,,0.85,,1.34,,0.195,,0.093,,1.323,,2.21,,1.376,,2.87,,2.66,,3.61,,3.89,,12.85,,10.22,,3.56,,69.9
31/3/2014,0.155,,0.44,,0.79,,0.43,,0.99,,1.14,,1.542,,0.86,,1.29,,0.183,,0.09,,1.26,,2.17,,1.164,,2.9,,2.58,,3.581,,3.89,,12.55,,10.2,,3.59,,71
1/4/2014,0.155,,0.44,,0.79,,0.43,,1.02,,1.17,,1.487,,0.88,,1.33,,0.197,,0.093,,1.254,,2.28,,1.105,,2.89,,2.6,,3.461,,3.91,,12.717,,10.3,,3.58,,71
2/4/2014,0.155,,0.395,,0.82,,0.42,,0.97,,1.16,,1.508,,0.86,,1.29,,0.196,,0.095,,1.254,,2.28,,1.061,,2.91,,2.63,,3.411,,3.88,,13.067,,10.16,,3.5,,71.35
3/4/2014,0.16,,0.42,,0.81,,0.415,,0.96,,1.25,,1.542,,0.86,,1.3,,0.179,,0.092,,1.26,,2.34,,1.066,,2.9,,2.6,,3.541,,3.89,,13.267,,10.06,,3.5,,71.9
4/4/2014,0.172,,0.42,,0.8,,0.42,,0.94,,1.28,,1.535,,0.86,,1.26,,0.18,,0.096,,1.26,,2.32,,1.13,,2.88,,2.57,,3.481,,3.92,,13.133,,10.32,,3.5,,71.1
7/4/2014,0.165,,0.445,,0.8,,0.41,,0.93,,1.21,,1.535,,0.87,,1.21,,0.18,,0.092,,1.267,,2.21,,1.081,,2.86,,2.54,,3.491,,3.91,,13.15,,10.52,,3.49,,71.8
8/4/2014,0.164,,0.435,,0.8,,0.415,,0.94,,1.25,,1.535,,0.87,,1.23,,0.203,,0.096,,1.285,,2.28,,1.056,,2.86,,2.56,,3.571,,3.89,,13.117,,10.52,,3.54,,72.8
9/4/2014,0.164,,0.435,,0.79,,0.42,,0.94,,1.25,,1.535,,0.87,,1.23,,0.201,,0.093,,1.31,,2.4,,1.101,,2.8,,2.58,,3.7,,3.94,,13.483,,10.64,,3.53,,73.7
10/4/2014,0.169,,0.4,,0.82,,0.415,,1.05,,1.25,,1.109,,0.87,,1.24,,0.192,,0.093,,1.316,,2.36,,1.101,,2.78,,2.59,,3.73,,3.95,,13.667,,10.82,,3.6,,75.1
11/4/2014,0.172,,0.4,,0.83,,0.405,,1.06,,1.26,,1.055,,0.88,,1.24,,0.203,,0.088,,1.347,,2.33,,1.101,,2.73,,2.59,,3.7,,3.99,,13.8,,10.7,,3.52,,74.6
14/4/2014,0.173,,0.4,,0.82,,0.4,,1.06,,1.19,,0.96,,0.87,,1.24,,0.203,,0.088,,1.409,,2.21,,1.115,,2.78,,2.57,,3.63,,4.01,,13.667,,10.74,,3.51,,73.9
15/4/2014,0.173,,0.395,,0.8,,0.435,,1.03,,1.19,,0.926,,0.87,,1.22,,0.201,,0.087,,1.372,,2.14,,1.071,,2.79,,2.57,,3.74,,3.95,,13.517,,10.62,,3.46,,72.45
16/4/2014,0.164,,0.405,,0.8,,0.405,,1.03,,1.2,,0.94,,0.86,,1.27,,0.201,,0.083,,1.341,,2.19,,1.076,,2.8,,2.57,,3.73,,3.9,,13.267,,10.44,,3.45,,72.05
17/4/2014,0.164,,0.425,,0.77,,0.405,,1.04,,1.2,,0.926,,0.88,,1.31,,0.185,,0.087,,1.341,,2.24,,1.056,,2.8,,2.57,,3.76,,3.99,,13.483,,10.48,,3.56,,71.95
18/4/2014,0.164,,0.425,,0.77,,0.405,,1.04,,1.2,,0.926,,0.88,,1.31,,0.185,,0.087,,1.341,,2.24,,1.056,,2.8,,2.57,,3.76,,3.99,,13.483,,10.48,,3.56,,71.95
21/4/2014,0.164,,0.425,,0.77,,0.405,,1.04,,1.2,,0.926,,0.88,,1.31,,0.185,,0.087,,1.341,,2.24,,1.056,,2.8,,2.57,,3.76,,3.99,,13.483,,10.48,,3.56,,71.95
22/4/2014,0.167,,0.425,,0.76,,0.405,,1.03,,1.2,,0.913,,0.88,,1.34,,0.192,,0.086,,1.36,,2.24,,1.051,,2.77,,2.58,,3.83,,3.98,,13.817,,10.52,,3.48,,71.85
23/4/2014,0.168,,0.42,,0.77,,0.405,,1.03,,1.25,,0.933,,0.88,,1.32,,0.184,,0.083,,1.347,,2.26,,1.037,,2.78,,2.58,,3.77,,3.95,,13.8,,10,,3.46,,70
24/4/2014,0.16,,0.435,,0.77,,0.405,,1.05,,1.26,,0.987,,0.86,,1.31,,0.184,,0.083,,1.347,,2.18,,1.085,,2.78,,2.6,,3.74,,4.01,,13.65,,10.38,,3.6,,69.75
25/4/2014,0.162,,0.415,,0.76,,0.405,,1.04,,1.27,,0.967,,0.85,,1.29,,0.19,,0.084,,1.323,,2.15,,1.095,,2.75,,2.57,,3.69,,4.02,,13.317,,10.24,,3.51,,69.05
28/4/2014,0.15,,0.4,,0.75,,0.405,,1.02,,1.2,,0.947,,0.85,,1.25,,0.19,,0.082,,1.329,,1.97,,1.06,,2.64,,2.56,,3.65,,4.11,,13.067,,10.56,,3.67,,69.95
29/4/2014,0.153,,0.405,,0.74,,0.39,,1,,1.2,,0.926,,0.83,,1.24,,0.189,,0.082,,1.329,,1.99,,1.07,,2.58,,2.56,,3.79,,4.08,,13.833,,11.24,,3.86,,73.15
30/4/2014,0.153,,0.425,,0.72,,0.375,,1.03,,1.2,,0.947,,0.85,,1.26,,0.209,,0.08,,1.229,,2.01,,1.07,,2.68,,2.54,,3.92,,4.14,,13.183,,11.9,,3.98,,73.7
1/5/2014,0.153,,0.425,,0.72,,0.375,,1.03,,1.2,,0.947,,0.85,,1.26,,0.209,,0.08,,1.229,,2.01,,1.07,,2.68,,2.54,,3.92,,4.14,,13.183,,11.9,,3.98,,73.7
2/5/2014,0.153,,0.425,,0.72,,0.375,,1.03,,1.17,,0.899,,0.86,,1.24,,0.204,,0.085,,1.248,,1.97,,1.05,,2.64,,2.54,,3.74,,4.11,,13.017,,11.68,,3.98,,73.1
5/5/2014,0.16,,0.425,,0.71,,0.36,,1.03,,1.16,,0.906,,0.85,,1.24,,0.217,,0.08,,1.254,,1.95,,1.04,,2.58,,2.64,,3.68,,4.1,,12.9,,12,,3.97,,72.8
6/5/2014,0.16,,0.425,,0.71,,0.36,,1.03,,1.16,,0.906,,0.85,,1.24,,0.217,,0.08,,1.254,,1.95,,1.04,,2.58,,2.64,,3.68,,4.1,,12.9,,12,,3.97,,72.8
7/5/2014,0.164,,0.42,,0.74,,0.36,,0.98,,1.16,,0.845,,0.85,,1.24,,0.217,,0.087,,1.248,,1.87,,1.055,,2.52,,2.67,,3.61,,4.19,,12.483,,12.34,,3.98,,72.75
8/5/2014,0.155,,0.385,,0.73,,0.35,,0.98,,1.11,,0.845,,0.85,,1.22,,0.217,,0.09,,1.217,,1.79,,1.05,,2.52,,2.85,,3.561,,4.19,,11.867,,12.72,,4.19,,75.2
9/5/2014,0.137,,0.385,,0.74,,0.35,,0.98,,1.16,,0.832,,0.85,,1.21,,0.217,,0.095,,1.205,,1.78,,1.035,,2.5,,2.86,,3.67,,4.18,,12.083,,12.38,,4.13,,74.5
12/5/2014,0.136,,0.36,,0.74,,0.355,,0.99,,1.16,,0.845,,0.87,,1.18,,0.217,,0.109,,1.254,,1.8,,1.055,,2.53,,2.84,,3.63,,4.06,,11.967,,12.4,,4.07,,75.15
13/5/2014,0.135,,0.36,,0.74,,0.355,,0.99,,1.15,,0.845,,0.86,,1.21,,0.216,,0.118,,1.335,,1.9,,1.045,,2.62,,2.81,,3.62,,4.13,,12.15,,12.28,,4.04,,75.15
14/5/2014,0.142,,0.36,,0.76,,0.355,,0.99,,1.15,,0.852,,0.87,,1.21,,0.22,,0.107,,1.316,,1.9,,1.02,,2.69,,2.85,,3.65,,4.17,,12.25,,12.24,,4.08,,75.85
15/5/2014,0.139,,0.37,,0.77,,0.355,,0.97,,1.25,,0.845,,0.85,,1.19,,0.22,,0.109,,1.316,,1.94,,1.03,,2.69,,2.84,,3.63,,4.15,,11.883,,12,,3.97,,75.9
16/5/2014,0.145,,0.37,,0.76,,0.355,,0.97,,1.22,,0.899,,0.87,,1.17,,0.218,,0.109,,1.298,,1.93,,1.03,,2.7,,2.75,,3.65,,4.23,,11.717,,12,,4.04,,76.45
19/5/2014,0.139,,0.37,,0.77,,0.355,,0.97,,1.19,,0.852,,0.87,,1.1,,0.218,,0.108,,1.298,,1.94,,1.01,,2.66,,2.82,,3.65,,4.39,,11.683,,11.76,,3.96,,76.65
20/5/2014,0.132,,0.37,,0.77,,0.36,,0.97,,1.25,,0.865,,0.88,,1.1,,0.218,,0.109,,1.31,,1.94,,1.04,,2.67,,2.88,,3.63,,4.41,,11.65,,11.4,,3.92,,78.05
21/5/2014,0.139,,0.37,,0.76,,0.37,,0.98,,1.2,,0.865,,0.86,,1.09,,0.218,,0.111,,1.304,,1.91,,1.02,,2.69,,2.96,,3.64,,4.23,,11.55,,11.58,,3.95,,78.15
22/5/2014,0.137,,0.37,,0.76,,0.35,,0.98,,1.17,,0.886,,0.88,,1.08,,0.195,,0.107,,1.329,,2.08,,1.02,,2.69,,2.93,,3.76,,4.24,,12.1,,11.68,,3.94,,78
23/5/2014,0.137,,0.38,,0.76,,0.355,,0.98,,1.14,,0.879,,0.84,,1.08,,0.218,,0.108,,1.366,,2.07,,1.02,,2.73,,2.91,,3.69,,4.26,,11.917,,11.56,,3.86,,77.25
26/5/2014,0.14,,0.38,,0.76,,0.355,,1,,1.19,,1.528,,0.84,,1.04,,0.218,,0.114,,1.341,,2.1,,1.08,,2.7,,2.84,,3.67,,4.18,,11.883,,11.44,,3.89,,77.2
27/5/2014,0.142,,0.38,,0.76,,0.37,,0.99,,1.16,,1.44,,0.84,,1.06,,0.218,,0.114,,1.341,,2.19,,1.08,,2.69,,2.87,,3.81,,4.36,,12.133,,11.56,,3.83,,75.65
28/5/2014,0.14,,0.38,,0.75,,0.37,,1,,1.2,,1.305,,0.84,,1.06,,0.218,,0.118,,1.354,,2.3,,1.04,,2.72,,2.88,,3.71,,4.29,,12.5,,11.6,,3.89,,75.7
29/5/2014,0.139,,0.38,,0.73,,0.37,,1,,1.22,,1.332,,0.85,,1.06,,0.218,,0.125,,1.341,,2.24,,1,,2.7,,2.87,,3.71,,4.28,,12.267,,11.32,,3.87,,76.15
30/5/2014,0.14,,0.38,,0.76,,0.42,,1.01,,1.17,,1.548,,0.83,,1.15,,0.218,,0.125,,1.341,,2.3,,0.96,,2.7,,2.88,,3.67,,4.24,,12.467,,11.6,,3.9,,75.85
2/6/2014,0.14,,0.38,,0.76,,0.42,,1.01,,1.17,,1.548,,0.83,,1.15,,0.218,,0.125,,1.341,,2.3,,0.96,,2.7,,2.88,,3.67,,4.24,,12.467,,11.6,,3.9,,75.85
3/6/2014,0.13,,0.38,,0.74,,0.375,,1,,1.16,,1.474,,0.83,,1.13,,0.217,,0.129,,1.347,,2.3,,0.9,,2.67,,2.86,,3.59,,4.24,,12.6,,11.68,,3.9,,76.9
4/6/2014,0.13,,0.38,,0.75,,0.395,,1,,1.2,,1.602,,0.85,,1.12,,0.192,,0.127,,1.323,,2.3,,0.86,,2.67,,2.87,,3.551,,4.27,,12.483,,11.54,,3.8,,76.2
5/6/2014,0.13,,0.35,,0.76,,0.395,,0.98,,1.2,,1.515,,0.83,,1.13,,0.19,,0.118,,1.335,,2.42,,0.86,,2.68,,2.88,,3.61,,4.21,,12.75,,11.34,,3.82,,76.3
6/6/2014,0.126,,0.325,,0.75,,0.41,,0.98,,1.2,,1.481,,0.83,,1.1,,0.19,,0.116,,1.335,,2.4,,0.85,,2.68,,2.9,,3.561,,4.18,,12.633,,11.34,,3.87,,75.55
9/6/2014,0.12,,0.325,,0.75,,0.42,,0.98,,1.16,,1.42,,0.83,,1.13,,0.19,,0.118,,1.372,,2.39,,0.88,,2.78,,2.9,,3.561,,4.2,,12.667,,11.5,,3.89,,75.9
10/6/2014,0.12,,0.325,,0.73,,0.42,,1.02,,1.18,,1.44,,0.83,,1.13,,0.19,,0.116,,1.391,,2.4,,0.99,,2.75,,2.92,,3.64,,4.22,,12.8,,11.74,,3.87,,76.75
11/6/2014,0.126,,0.325,,0.77,,0.445,,1.05,,1.22,,1.42,,0.82,,1.12,,0.198,,0.12,,1.391,,2.46,,0.97,,2.78,,2.91,,3.61,,4.27,,12.85,,11.74,,3.87,,75.15
12/6/2014,0.13,,0.325,,0.75,,0.435,,1.06,,1.22,,1.339,,0.82,,1.12,,0.198,,0.136,,1.391,,2.44,,1,,2.84,,2.96,,3.63,,4.25,,12.833,,11.8,,3.88,,75.8
13/6/2014,0.13,,0.325,,0.76,,0.43,,1.14,,1.22,,1.339,,0.81,,1.12,,0.215,,0.129,,1.509,,2.43,,0.97,,2.86,,2.89,,3.69,,4.22,,12.833,,11.96,,3.87,,75.8
16/6/2014,0.13,,0.325,,0.75,,0.43,,1.35,,1.21,,1.251,,0.83,,1.11,,0.224,,0.131,,1.521,,2.37,,0.97,,2.88,,2.9,,3.63,,4.23,,12.817,,12.02,,3.86,,75.45
17/6/2014,0.13,,0.325,,0.77,,0.425,,1.28,,1.22,,1.143,,0.82,,1.14,,0.224,,0.129,,1.49,,2.43,,0.96,,2.94,,2.92,,3.66,,4.16,,12.833,,12,,3.87,,75.5
18/6/2014,0.135,,0.325,,0.75,,0.425,,1.26,,1.24,,1.217,,0.85,,1.14,,0.219,,0.131,,1.534,,2.29,,0.94,,2.98,,2.89,,3.71,,4.18,,12.683,,12.06,,3.84,,75.7
19/6/2014,0.136,,0.325,,0.74,,0.44,,1.19,,1.26,,1.183,,0.83,,1.15,,0.205,,0.129,,1.515,,2.26,,0.98,,3.02,,2.86,,3.64,,4.2,,12.883,,12.08,,3.82,,75.5
20/6/2014,0.136,,0.325,,0.77,,0.47,,1.2,,1.21,,1.197,,0.83,,1.15,,0.215,,0.129,,1.509,,2.27,,0.94,,3.01,,2.86,,3.72,,4.34,,12.817,,11.94,,3.79,,75.85
23/6/2014,0.139,,0.325,,0.77,,0.475,,1.31,,1.21,,1.204,,0.81,,1.15,,0.21,,0.131,,1.496,,2.32,,0.95,,2.92,,2.75,,3.66,,4.25,,12.533,,11.72,,3.75,,74
24/6/2014,0.125,,0.325,,0.75,,0.465,,1.25,,1.21,,1.21,,0.81,,1.12,,0.21,,0.149,,1.515,,2.32,,0.95,,2.93,,2.81,,3.66,,4.39,,12.667,,11.7,,3.84,,74.25
25/6/2014,0.12,,0.325,,0.74,,0.46,,1.25,,1.19,,1.176,,0.86,,1.13,,0.209,,0.153,,1.49,,2.37,,0.94,,2.98,,2.86,,3.67,,4.47,,12.75,,11.62,,3.74,,74.55
26/6/2014,0.123,,0.325,,0.75,,0.55,,1.25,,1.17,,1.258,,0.84,,1.15,,0.201,,0.175,,1.496,,2.4,,0.97,,2.99,,2.88,,3.7,,4.55,,12.817,,11.94,,3.77,,75.35
27/6/2014,0.126,,0.315,,0.74,,0.53,,1.22,,1.14,,1.224,,0.83,,1.08,,0.2,,0.175,,1.496,,2.39,,0.99,,2.97,,2.98,,3.68,,4.7,,12.733,,11.88,,3.73,,75.6
30/6/2014,0.121,,0.315,,0.74,,0.53,,1.21,,1.18,,1.197,,0.84,,1.08,,0.2,,0.173,,1.534,,2.37,,0.97,,2.92,,3.16,,3.76,,4.62,,12.733,,11.98,,3.79,,75.2
1/7/2014,0.121,,0.315,,0.74,,0.53,,1.21,,1.18,,1.197,,0.84,,1.08,,0.2,,0.173,,1.534,,2.37,,0.97,,2.92,,3.16,,3.76,,4.62,,12.733,,11.98,,3.79,,75.2
2/7/2014,0.127,,0.315,,0.74,,0.51,,1.28,,1.18,,1.183,,0.84,,1.05,,0.208,,0.168,,1.596,,2.39,,0.97,,2.95,,3.2,,3.82,,4.79,,13.017,,12.24,,3.95,,76.4
3/7/2014,0.13,,0.33,,0.74,,0.59,,1.27,,1.18,,1.19,,0.84,,1.03,,0.206,,0.168,,1.614,,2.42,,1.01,,2.95,,3.2,,3.81,,4.75,,13.1,,12.24,,3.92,,76.1
4/7/2014,0.125,,0.33,,0.74,,0.57,,1.26,,1.19,,1.43,,0.85,,1.04,,0.217,,0.168,,1.596,,2.4,,1.04,,2.94,,3.09,,3.87,,4.64,,12.967,,12,,3.88,,76.1
7/7/2014,0.123,,0.4,,0.74,,0.57,,1.33,,1.21,,1.4,,0.83,,1.06,,0.197,,0.166,,1.602,,2.35,,0.99,,2.91,,3.12,,3.86,,4.65,,13.033,,12.06,,3.93,,76.15
8/7/2014,0.127,,0.39,,0.73,,0.57,,1.35,,1.19,,1.36,,0.83,,1.06,,0.215,,0.166,,1.602,,2.34,,1.03,,2.9,,3.19,,3.72,,4.65,,13.05,,12.3,,3.96,,76.15
9/7/2014,0.127,,0.39,,0.72,,0.54,,1.47,,1.17,,1.32,,0.83,,1.05,,0.215,,0.166,,1.583,,2.3,,1.05,,2.89,,3.4,,3.6,,4.72,,12.7,,12.26,,3.91,,75.8
10/7/2014,0.123,,0.39,,0.72,,0.53,,1.65,,1.17,,1.3,,0.82,,1.06,,0.215,,0.162,,1.559,,2.29,,1.09,,2.84,,3.39,,3.64,,4.74,,12.683,,12.36,,3.93,,76.25
11/7/2014,0.121,,0.36,,0.71,,0.65,,1.63,,1.2,,1.39,,0.84,,1.01,,0.207,,0.162,,1.49,,2.29,,1.11,,2.86,,3.36,,3.62,,4.7,,12.317,,12.28,,3.9,,76.6
14/7/2014,0.125,,0.4,,0.7,,0.62,,1.78,,1.2,,1.31,,0.84,,1,,0.2,,0.164,,1.509,,2.29,,1.16,,2.88,,3.4,,3.91,,4.8,,12.533,,12.86,,4.05,,78.55
15/7/2014,0.128,,0.375,,0.72,,0.61,,1.76,,1.18,,1.26,,0.84,,0.99,,0.2,,0.166,,1.546,,2.29,,1.23,,2.88,,3.31,,3.87,,4.8,,13.583,,13,,4.12,,81.2
16/7/2014,0.125,,0.385,,0.72,,0.61,,1.6,,1.15,,1.2,,0.83,,0.93,,0.194,,0.162,,1.509,,2.27,,1.23,,2.89,,3.25,,3.87,,4.8,,13.55,,12.9,,4.13,,81.65
17/7/2014,0.124,,0.4,,0.73,,0.65,,1.61,,1.18,,1.18,,0.86,,0.94,,0.196,,0.162,,1.49,,2.24,,1.23,,2.88,,3.3,,3.87,,4.79,,13.767,,13,,4.1,,81.85
18/7/2014,0.122,,0.4,,0.72,,0.62,,1.63,,1.16,,1.23,,0.86,,0.92,,0.196,,0.162,,1.503,,2.18,,1.23,,2.87,,3.35,,3.86,,4.82,,13.733,,12.8,,4.09,,81.6
21/7/2014,0.122,,0.41,,0.72,,0.6,,1.6,,1.16,,1.19,,0.85,,0.92,,0.208,,0.157,,1.49,,2.12,,1.23,,2.87,,3.38,,3.77,,4.86,,13.483,,12.64,,4.01,,81.65
22/7/2014,0.128,,0.42,,0.71,,0.61,,1.58,,1.16,,1.19,,0.84,,0.93,,0.202,,0.153,,1.496,,2.12,,1.23,,2.87,,3.41,,3.7,,4.85,,13.583,,12.78,,4.1,,83.35
23/7/2014,0.123,,0.41,,0.73,,0.66,,1.64,,1.16,,1.25,,0.86,,0.91,,0.227,,0.151,,1.49,,2.03,,1.12,,2.92,,3.34,,3.75,,4.89,,13.55,,12.72,,4.14,,84.1
24/7/2014,0.126,,0.41,,0.74,,0.75,,1.64,,1.16,,1.22,,0.85,,0.91,,0.227,,0.151,,1.484,,2.03,,1.09,,2.87,,3.37,,3.84,,4.89,,13.383,,12.94,,4.25,,85.15
25/7/2014,0.122,,0.41,,0.74,,0.79,,1.72,,1.16,,1.23,,0.85,,0.93,,0.229,,0.146,,1.49,,2.16,,1.1,,2.82,,3.36,,3.83,,4.85,,13.4,,12.96,,4.26,,84.05
28/7/2014,0.123,,0.4,,0.75,,0.75,,1.72,,1.24,,1.21,,0.85,,0.95,,0.234,,0.144,,1.453,,2.11,,1.16,,2.84,,3.33,,3.77,,4.8,,13.617,,13.26,,4.26,,84.85
29/7/2014,0.125,,0.4,,0.75,,0.72,,1.75,,1.21,,1.23,,0.85,,0.91,,0.23,,0.136,,1.459,,2.09,,1.1,,2.83,,3.25,,3.79,,4.79,,13.65,,13.62,,4.34,,85.45
30/7/2014,0.125,,0.36,,0.75,,0.69,,1.68,,1.21,,1.19,,0.86,,0.91,,0.229,,0.151,,1.478,,2.06,,1.13,,2.84,,3.28,,3.74,,4.72,,13.433,,13.56,,4.33,,86.1
31/7/2014,0.125,,0.36,,0.74,,0.66,,1.63,,1.18,,1.37,,0.87,,0.92,,0.245,,0.153,,1.565,,2.18,,1.13,,2.79,,3.33,,3.79,,4.77,,13.583,,13.6,,4.39,,85.9
1/8/2014,0.121,,0.36,,0.73,,0.69,,1.59,,1.22,,1.26,,0.86,,0.93,,0.325,,0.153,,1.565,,2.1,,1.1,,2.82,,3.2,,3.73,,4.69,,13.35,,13.34,,4.29,,85.3
4/8/2014,0.126,,0.36,,0.73,,0.67,,1.68,,1.25,,1.21,,0.87,,0.93,,0.34,,0.153,,1.565,,2.16,,1.09,,2.81,,3.18,,3.74,,4.73,,13.617,,13.56,,4.27,,85.2
5/8/2014,0.123,,0.36,,0.75,,0.67,,1.71,,1.29,,1.27,,0.89,,0.95,,0.325,,0.153,,1.546,,2.17,,1.06,,2.82,,3.27,,3.74,,4.83,,13.533,,13.72,,4.23,,85.75
6/8/2014,0.125,,0.36,,0.75,,0.68,,1.69,,1.36,,1.24,,0.92,,0.95,,0.32,,0.153,,1.546,,2.25,,1.07,,2.81,,3.31,,3.79,,4.8,,13.517,,13,,4.14,,84.65
7/8/2014,0.125,,0.36,,0.76,,0.66,,1.62,,1.35,,1.22,,0.91,,0.93,,0.315,,0.153,,1.552,,2.19,,1.06,,2.69,,3.4,,3.69,,4.86,,13.433,,12.8,,4.09,,86
8/8/2014,0.127,,0.415,,0.76,,0.69,,1.65,,1.31,,1.23,,0.91,,0.93,,0.335,,0.155,,1.658,,2.25,,1.03,,2.83,,3.44,,3.79,,4.92,,13.5,,12.58,,4.05,,85.5
11/8/2014,0.126,,0.38,,0.76,,0.67,,1.58,,1.3,,1.22,,0.91,,0.92,,0.315,,0.153,,1.639,,2.15,,1.04,,2.85,,3.38,,3.75,,4.88,,13.517,,12.76,,4.13,,85.65
12/8/2014,0.126,,0.39,,0.76,,0.66,,1.57,,1.3,,1.21,,0.89,,0.92,,0.3,,0.153,,1.627,,2.15,,1.03,,2.84,,3.36,,3.78,,4.95,,13.617,,12.78,,4.14,,85.65
13/8/2014,0.125,,0.38,,0.79,,0.67,,1.53,,1.35,,1.27,,0.96,,0.93,,0.34,,0.153,,1.652,,2.14,,1.01,,2.93,,3.29,,3.86,,4.89,,13.783,,13.02,,4.24,,87.35
14/8/2014,0.125,,0.38,,0.79,,0.67,,1.61,,1.67,,1.26,,0.95,,0.92,,0.315,,0.146,,1.67,,2.15,,1.03,,2.92,,3.33,,3.83,,4.97,,13.717,,13.04,,4.14,,88.3
15/8/2014,0.124,,0.41,,0.79,,0.68,,1.57,,1.63,,1.24,,0.95,,0.93,,0.32,,0.151,,1.664,,2.16,,1.02,,3.02,,3.34,,3.81,,4.93,,13.85,,12.92,,4.18,,93.4
18/8/2014,0.123,,0.44,,0.8,,0.66,,1.58,,1.55,,1.22,,0.95,,0.95,,0.31,,0.153,,1.67,,2.12,,1.03,,3.06,,3.29,,3.78,,5.03,,14,,13.4,,4.3,,96.35
19/8/2014,0.125,,0.44,,0.85,,0.68,,1.61,,1.53,,1.22,,0.94,,0.96,,0.3,,0.153,,1.701,,2.15,,1.02,,3.07,,3.32,,3.83,,5.08,,13.833,,13.42,,4.31,,95.8
20/8/2014,0.125,,0.42,,0.84,,0.68,,1.57,,1.51,,1.22,,0.96,,0.96,,0.315,,0.157,,1.695,,2.1,,1,,3.08,,3.29,,3.84,,5.15,,13.917,,13.22,,4.29,,94.7
21/8/2014,0.125,,0.42,,0.82,,0.68,,1.55,,1.5,,1.2,,0.96,,0.93,,0.31,,0.151,,1.701,,2.12,,1,,3.1,,3.37,,3.83,,5.02,,14.25,,13.32,,4.3,,94.4
22/8/2014,0.131,,0.42,,0.86,,0.75,,1.6,,1.51,,1.19,,0.95,,0.93,,0.265,,0.162,,1.9,,2.15,,1.02,,3.1,,3.35,,3.83,,5.1,,14.717,,13.3,,4.37,,95
25/8/2014,0.138,,0.42,,0.9,,0.9,,1.55,,1.53,,1.19,,0.95,,1.03,,0.27,,0.177,,2.161,,2.27,,1.04,,3.08,,3.25,,3.85,,5.08,,14.967,,13.14,,4.37,,94.55
26/8/2014,0.142,,0.42,,0.89,,0.94,,1.55,,1.61,,1.19,,0.96,,1.02,,0.245,,0.184,,2.105,,2.23,,1.02,,3.15,,3.27,,3.89,,5.03,,14.75,,13.12,,4.34,,93.65
27/8/2014,0.151,,0.4,,0.91,,0.95,,1.52,,1.63,,1.15,,0.93,,1.05,,0.27,,0.175,,2.136,,2.11,,1,,3.2,,3.2,,3.89,,5,,14.7,,13.14,,4.41,,94.85
28/8/2014,0.153,,0.4,,0.88,,0.89,,1.46,,1.54,,1.17,,0.94,,1.03,,0.27,,0.175,,2.061,,2.08,,1,,3.07,,3.31,,3.76,,4.9,,14.433,,13.34,,4.66,,95.4
29/8/2014,0.158,,0.4,,0.82,,0.88,,1.47,,1.55,,1.17,,0.94,,1.06,,0.27,,0.179,,2.093,,2.12,,0.98,,3.11,,3.37,,3.73,,4.93,,14.55,,13.82,,4.79,,96.4
1/9/2014,0.165,,0.4,,0.85,,0.88,,1.46,,1.57,,1.19,,0.96,,1.05,,0.27,,0.173,,2.161,,2.14,,1.03,,3.16,,3.35,,3.68,,4.95,,14.617,,13.58,,4.79,,95.95
2/9/2014,0.177,,0.4,,0.87,,0.88,,1.46,,1.63,,1.18,,0.96,,1.03,,0.27,,0.166,,2.341,,2.11,,1.04,,3.14,,3.39,,3.67,,4.99,,14.7,,14.14,,4.95,,98
3/9/2014,0.18,,0.4,,0.87,,0.82,,1.57,,1.57,,1.17,,0.97,,1.03,,0.28,,0.162,,2.304,,2.12,,1.05,,3.13,,3.44,,3.7,,5.02,,15.083,,13.78,,4.97,,101.7
4/9/2014,0.184,,0.41,,0.85,,0.84,,1.55,,1.63,,1.17,,0.97,,1,,0.285,,0.16,,2.285,,2.13,,1.05,,3.12,,3.24,,3.71,,4.88,,15.15,,13.9,,5.16,,100.5
5/9/2014,0.18,,0.41,,0.85,,0.91,,1.55,,1.65,,1.17,,0.94,,1,,0.27,,0.168,,2.179,,2.25,,0.97,,3.11,,3.14,,3.77,,4.99,,15.1,,13.92,,5.03,,100.2
8/9/2014,0.171,,0.44,,0.98,,0.99,,1.59,,1.66,,1.2,,0.92,,1,,0.29,,0.166,,2.322,,2.37,,0.97,,3.1,,3.1,,3.81,,4.91,,15.25,,13.9,,5.17,,101.3
